t_s,Vdc_V_Cdc4mF,Vdc_V_Cdc8mF,Vdc_V_Cdc16mF
0.3992,795.628,798.557,798.56
0.3997,799.955,798.557,798.56
0.4002,802.696,798.559,798.56
0.4007,800.785,798.562,798.56
0.401201,796.388,798.563,798.56
0.401701,794.448,798.563,798.56
0.402201,797.13,798.561,798.56
0.402701,801.402,798.558,798.56
0.403202,802.466,798.557,798.56
0.403702,799.144,798.557,798.56
0.404202,795.183,798.559,798.56
0.404702,795.029,798.561,798.56
0.405203,798.836,798.563,798.56
0.405703,802.314,798.562,798.56
0.406203,801.565,798.56,798.56
0.406703,797.449,798.558,798.56
0.407204,794.599,798.557,798.56
0.407704,796.205,798.558,798.56
0.408204,800.444,798.559,798.56
0.408704,802.549,798.561,798.56
0.409205,800.169,798.562,798.56
0.409705,795.997,798.562,798.56
0.410205,794.719,798.56,798.56
0.410705,797.755,798.558,798.56
0.411206,801.679,798.558,798.56
0.411706,802.085,798.558,798.56
0.412206,798.536,798.56,798.56
0.412706,795.031,798.561,798.56
0.413207,795.501,798.562,798.56
0.413707,799.4,798.562,798.56
0.414207,802.337,798.56,798.56
0.414707,801.024,798.559,798.56
0.415208,796.954,798.558,798.56
0.415708,794.705,798.558,798.56
0.416208,796.79,798.56,798.56
0.416708,800.851,798.561,798.56
0.417209,802.321,798.562,798.56
0.417709,799.566,798.561,798.56
0.418209,795.696,798.56,798.56
0.418709,795.056,798.559,798.56
0.41921,798.349,798.558,798.56
0.41971,801.862,798.559,798.56
0.42021,801.654,798.56,798.56
0.42071,797.977,798.561,798.56
0.421211,794.972,798.562,798.56
0.421711,796.005,798.561,798.56
0.422211,799.899,798.56,798.56
0.422711,802.272,798.559,798.56
0.423212,800.47,798.558,798.56
0.423712,796.535,798.559,798.56
0.424212,794.89,798.56,798.56
0.424712,797.369,798.561,798.56
0.425213,801.172,798.562,798.56
0.425713,802.026,798.561,798.56
0.426213,798.989,798.56,798.56
0.426713,795.486,798.559,798.56
0.427214,795.447,798.558,798.56
0.427714,798.9,798.559,798.56
0.428214,801.954,798.56,798.56
0.428714,801.186,798.561,798.56
0.429215,797.477,798.561,798.56
0.429715,795,798.561,798.56
0.430215,796.528,798.56,798.56
0.430715,800.327,798.559,798.56
0.431216,802.125,798.559,798.56
0.431716,799.916,798.559,798.56
0.432216,796.197,798.56,798.56
0.432716,795.146,798.561,798.56
0.433217,797.929,798.561,798.56
0.433717,801.406,798.561,798.56
0.434217,801.674,798.56,798.56
0.434717,798.448,798.559,798.56
0.435218,795.363,798.559,798.56
0.435718,795.879,798.559,798.56
0.436218,799.399,798.56,798.56
0.436718,801.961,798.561,798.56
0.437219,800.695,798.561,798.56
0.437719,797.042,798.561,798.56
0.438219,795.109,798.56,798.56
0.438719,797.055,798.559,798.56
0.43922,800.68,798.559,798.56
0.43972,801.909,798.559,798.56
0.44022,799.376,798.56,798.56
0.44072,795.94,798.561,798.56
0.441221,795.459,798.561,798.56
0.441721,798.459,798.561,798.56
0.442221,801.557,798.56,798.56
0.442721,801.278,798.559,798.56
0.443222,797.953,798.559,798.56
0.443722,795.324,798.559,798.56
0.444222,796.337,798.56,798.56
0.444722,799.838,798.561,798.56
0.445223,801.888,798.561,798.56
0.445723,800.195,798.56,798.56
0.446223,796.677,798.56,798.56
0.446723,795.288,798.559,798.56
0.447224,797.575,798.559,798.56
0.447724,800.956,798.559,798.56
0.448224,801.633,798.56,798.56
0.448724,798.86,798.561,798.56
0.449225,795.764,798.561,798.56
0.449725,795.819,798.56,798.56
0.450225,798.948,798.56,798.56
0.450725,801.626,798.559,798.56
0.451226,800.852,798.559,798.56
0.451726,797.512,798.56,798.56
0.452226,795.363,798.56,798.56
0.452726,796.81,798.561,798.56
0.453227,800.213,798.561,798.56
0.453727,801.745,798.56,798.56
0.454227,799.697,798.56,798.56
0.454727,796.384,798.559,798.56
0.455228,795.528,798.559,798.56
0.455728,798.076,798.56,798.56
0.456228,801.155,798.56,798.56
0.456728,801.308,798.561,798.56
0.457229,798.379,798.561,798.56
0.457729,795.667,798.56,798.56
0.458229,796.213,798.56,798.56
0.458729,799.389,798.559,798.56
0.45923,801.619,798.559,798.56
0.45973,800.407,798.56,798.56
0.46023,797.13,798.56,798.56
0.46073,795.472,798.56,798.56
0.461231,797.285,798.56,798.56
0.461731,800.519,798.56,798.56
0.462231,801.539,798.56,798.56
0.462731,799.213,798.559,798.56
0.463232,796.166,798.559,798.56
0.463732,795.818,798.56,798.56
0.464232,798.547,798.56,798.56
0.464732,801.277,798.56,798.56
0.465233,800.946,798.56,798.56
0.465733,797.94,798.56,798.56
0.466233,795.644,798.56,798.56
0.466733,796.629,798.559,798.56
0.467234,799.775,798.559,798.56
0.467734,801.542,798.56,798.56
0.468234,799.956,798.56,798.56
0.468734,796.812,798.56,798.56
0.469235,795.644,798.56,798.56
0.469735,797.752,798.56,798.56
0.470235,800.756,798.56,798.56
0.470735,801.282,798.559,798.56
0.471236,798.753,798.559,798.56
0.471736,796.02,798.56,798.56
0.472236,796.149,798.56,798.56
0.472736,798.981,798.56,798.56
0.473237,801.327,798.56,798.56
0.473737,800.558,798.56,798.56
0.474237,797.552,798.56,798.56
0.474737,795.691,798.559,798.56
0.475238,797.057,798.56,798.56
0.475738,800.102,798.56,798.56
0.476238,801.403,798.56,798.56
0.476738,799.509,798.56,798.56
0.477239,796.56,798.56,798.56
0.477739,795.869,798.56,798.56
0.478239,798.199,798.56,798.56
0.478739,800.923,798.56,798.56
0.47924,800.983,798.56,798.56
0.47974,798.325,798.56,798.56
0.48024,795.944,798.56,798.56
0.48074,796.508,798.56,798.56
0.481241,799.371,798.56,798.56
0.481741,801.31,798.56,798.56
0.482241,800.155,798.56,798.56
0.482741,797.217,798.56,798.56
0.483242,795.799,798.56,798.56
0.483742,797.484,798.56,798.56
0.484242,800.367,798.56,798.56
0.484742,801.209,798.56,798.56
0.485243,799.075,798.56,798.56
0.485743,796.374,798.56,798.56
0.486243,796.137,798.56,798.56
0.486743,798.619,798.56,798.56
0.487244,801.022,798.56,798.56
0.487744,800.652,798.56,798.56
0.488244,797.938,798.56,798.56
0.488744,795.935,798.56,798.56
0.489245,796.886,798.56,798.56
0.489745,799.71,798.56,798.56
0.490245,801.23,798.56,798.56
0.490745,799.748,798.56,798.56
0.491246,796.941,798.56,798.56
0.491746,795.963,798.56,798.56
0.492246,797.902,798.56,798.56
0.492746,800.57,798.56,798.56
0.493247,800.97,798.56,798.56
0.493747,798.665,798.56,798.56
0.494247,796.254,798.56,798.56
0.494747,796.441,798.56,798.56
0.495248,799.003,798.56,798.56
0.495748,801.056,798.56,798.56
0.496248,800.299,798.56,798.56
0.496748,797.595,798.56,798.56
0.497249,795.987,798.56,798.56
0.497749,797.272,798.56,798.56
0.498249,799.995,798.56,798.56
0.498749,801.096,798.56,798.56
0.49925,799.347,798.56,798.56
0.49975,796.724,798.56,798.56
0.50025,796.173,798.56,798.56
0.50075,798.302,798.56,798.56
0.501251,800.71,798.56,798.56
0.501751,800.694,798.56,798.56
0.502251,798.285,798.56,798.56
0.502751,796.196,798.56,798.56
0.503252,796.768,798.56,798.56
0.503752,799.347,798.56,798.56
0.504252,801.03,798.56,798.56
0.504752,799.935,798.56,798.56
0.505253,797.303,798.56,798.56
0.505753,796.094,798.56,798.56
0.506253,797.656,798.56,798.56
0.506753,800.225,798.56,798.56
0.507254,800.913,798.56,798.56
0.507754,798.959,798.56,798.56
0.508254,796.567,798.56,798.56
0.508754,796.421,798.56,798.56
0.509255,798.675,798.56,798.56
0.509755,800.789,798.56,798.56
0.510255,800.392,798.56,798.56
0.510755,797.943,798.56,798.56
0.511256,796.198,798.56,798.56
0.511756,797.111,798.56,798.56
0.512256,799.645,798.56,798.56
0.512756,800.949,798.56,798.56
0.513257,799.568,798.56,798.56
0.513757,797.063,798.56,798.56
0.514257,796.249,798.56,798.56
0.514757,798.031,798.56,798.56
0.515258,800.397,798.56,798.56
0.515758,800.691,798.56,798.56
0.516258,798.594,798.56,798.56
0.516758,796.468,798.56,798.56
0.517259,796.699,798.56,798.56
0.517759,799.016,798.56,798.56
0.518259,800.81,798.56,798.56
0.518759,800.071,798.56,798.56
0.51926,797.642,798.56,798.56
0.51976,796.254,798.56,798.56
0.52026,797.459,798.56,798.56
0.52076,799.893,798.56,798.56
0.521261,800.82,798.56,798.56
0.521761,799.208,798.56,798.56
0.522261,796.877,798.56,798.56
0.522761,796.445,798.56,798.56
0.523262,798.387,798.56,798.56
0.523762,800.514,798.56,798.56
0.524262,800.438,798.56,798.56
0.524762,798.257,798.56,798.56
0.525263,796.426,798.56,798.56
0.525763,796.997,798.56,798.56
0.526263,799.319,798.56,798.56
0.526763,800.777,798.56,798.56
0.527264,799.742,798.56,798.56
0.527764,797.386,798.56,798.56
0.528264,796.358,798.56,798.56
0.528764,797.805,798.56,798.56
0.529265,800.091,798.56,798.56
0.529765,800.649,798.56,798.56
0.530265,798.861,798.56,798.56
0.530765,796.744,798.56,798.56
0.531266,796.674,798.56,798.56
0.531766,798.719,798.56,798.56
0.532266,800.576,798.56,798.56
0.532766,800.162,798.56,798.56
0.533267,797.954,798.56,798.56
0.533767,796.436,798.56,798.56
0.534267,797.308,798.56,798.56
0.534767,799.58,798.56,798.56
0.535268,800.697,798.56,798.56
0.535768,799.412,798.56,798.56
0.536268,797.178,798.56,798.56
0.536768,796.505,798.56,798.56
0.537269,798.14,798.56,798.56
0.537769,800.238,798.56,798.56
0.538269,800.444,798.56,798.56
0.538769,798.536,798.56,798.56
0.53927,796.664,798.56,798.56
0.53977,796.928,798.56,798.56
0.54027,799.021,798.56,798.56
0.54077,800.586,798.56,798.56
0.541271,799.871,798.56,798.56
0.541771,797.689,798.56,798.56
0.542271,796.494,798.56,798.56
0.542771,797.622,798.56,798.56
0.543272,799.796,798.56,798.56
0.543772,800.573,798.56,798.56
0.544272,799.089,798.56,798.56
0.544772,797.019,798.56,798.56
0.545273,796.687,798.56,798.56
0.545773,798.458,798.56,798.56
0.546273,800.334,798.56,798.56
0.546773,800.211,798.56,798.56
0.547274,798.237,798.56,798.56
0.547774,796.635,798.56,798.56
0.548274,797.199,798.56,798.56
0.548774,799.287,798.56,798.56
0.549275,800.549,798.56,798.56
0.549775,799.574,798.56,798.56
0.550275,797.466,798.56,798.56
0.550775,796.596,798.56,798.56
0.551276,797.932,798.56,798.56
0.551776,799.966,798.56,798.56
0.552276,800.413,798.56,798.56
0.552776,798.779,798.56,798.56
0.553277,796.908,798.56,798.56
0.553777,796.898,798.56,798.56
0.554277,798.753,798.56,798.56
0.554777,800.382,798.56,798.56
0.555278,799.96,798.56,798.56
0.555778,797.97,798.56,798.56
0.556278,796.652,798.56,798.56
0.556778,797.48,798.56,798.56
0.557279,799.516,798.56,798.56
0.557779,800.469,798.56,798.56
0.558279,799.277,798.56,798.56
0.558779,797.286,798.56,798.56
0.55928,796.734,798.56,798.56
0.55978,798.232,798.56,798.56
0.56028,800.091,798.56,798.56
0.56078,800.223,798.56,798.56
0.561281,798.49,798.56,798.56
0.561781,796.844,798.56,798.56
0.562281,797.13,798.56,798.56
0.562781,799.019,798.56,798.56
0.563282,800.384,798.56,798.56
0.563782,799.696,798.56,798.56
0.564282,797.738,798.56,798.56
0.564782,796.711,798.56,798.56
0.565283,797.763,798.56,798.56
0.565783,799.704,798.56,798.56
0.566283,800.352,798.56,798.56
0.566783,798.987,798.56,798.56
0.567284,797.15,798.56,798.56
0.567784,796.903,798.56,798.56
0.568284,798.515,798.56,798.56
0.568784,800.17,798.56,798.56
0.569285,800.01,798.56,798.56
0.569785,798.225,798.56,798.56
0.570285,796.824,798.56,798.56
0.570785,797.377,798.56,798.56
0.571286,799.254,798.56,798.56
0.571786,800.343,798.56,798.56
0.572286,799.427,798.56,798.56
0.572786,797.543,798.56,798.56
0.573287,796.809,798.56,798.56
0.573787,798.042,798.56,798.56
0.574287,799.85,798.56,798.56
0.574787,800.202,798.56,798.56
0.575288,798.711,798.56,798.56
0.575788,797.058,798.56,798.56
0.576288,797.097,798.56,798.56
0.576788,798.777,798.56,798.56
0.577289,800.205,798.56,798.56
0.577789,799.781,798.56,798.56
0.578289,797.99,798.56,798.56
0.578789,796.846,798.56,798.56
0.57929,797.631,798.56,798.56
0.57979,799.453,798.56,798.56
0.58029,800.265,798.56,798.56
0.58079,799.16,798.56,798.56
0.581291,797.388,798.56,798.56
0.581791,796.939,798.56,798.56
0.582291,798.31,798.56,798.56
0.582791,799.955,798.56,798.56
0.583292,800.027,798.56,798.56
0.583792,798.454,798.56,798.56
0.584292,797.007,798.56,798.56
0.584792,797.309,798.56,798.56
0.585293,799.012,798.56,798.56
0.585793,800.2,798.56,798.56
0.586293,799.542,798.56,798.56
0.586793,797.786,798.56,798.56
0.587294,796.906,798.56,798.56
0.587794,797.886,798.56,798.56
0.588294,799.616,798.56,798.56
0.588794,800.154,798.56,798.56
0.589295,798.901,798.56,798.56
0.589795,797.272,798.56,798.56
0.590295,797.095,798.56,798.56
0.590795,798.562,798.56,798.56
0.591296,800.019,798.56,798.56
0.591796,799.832,798.56,798.56
0.592296,798.219,798.56,798.56
0.592796,796.996,798.56,798.56
0.593297,797.533,798.56,798.56
0.593797,799.219,798.56,798.56
0.594297,800.157,798.56,798.56
0.594797,799.3,798.56,798.56
0.595298,797.617,798.56,798.56
0.595798,797,798.56,798.56
0.596298,798.135,798.56,798.56
0.596798,799.742,798.56,798.56
0.597299,800.014,798.56,798.56
0.597799,798.655,798.56,798.56
0.598299,797.195,798.56,798.56
0.598799,797.273,798.56,798.56
0.5993,798.794,798.56,798.56
0.5998,800.045,798.56,798.56
0.6003,799.624,798.56,798.56
0.6008,798.012,798.56,798.56
0.601301,797.023,798.56,798.56
0.601801,797.762,798.56,798.56
0.602301,799.393,798.56,798.56
0.602801,800.081,798.56,798.56
0.603302,799.06,798.56,798.56
0.603802,797.483,798.56,798.56
0.604302,797.122,798.56,798.56
0.604802,798.375,798.56,798.56
0.605303,799.83,798.56,798.56
0.605803,799.853,798.56,798.56
0.606303,798.426,798.56,798.56
0.606803,797.156,798.56,798.56
0.607304,797.467,798.56,798.56
0.607804,799.002,798.56,798.56
0.608304,800.034,798.56,798.56
0.608804,799.407,798.56,798.56
0.609305,797.834,798.56,798.56
0.609805,797.082,798.56,798.56
0.610305,797.992,798.56,798.56
0.610805,799.534,798.56,798.56
0.611306,799.976,798.56,798.56
0.611806,798.828,798.56,798.56
0.612306,797.385,798.56,798.56
0.612806,797.267,798.56,798.56
0.613307,798.6,798.56,798.56
0.613807,799.881,798.56,798.56
0.614307,799.675,798.56,798.56
0.614807,798.219,798.56,798.56
0.615308,797.153,798.56,798.56
0.615808,797.67,798.56,798.56
0.616308,799.183,798.56,798.56
0.616808,799.99,798.56,798.56
0.617309,799.189,798.56,798.56
0.617809,797.687,798.56,798.56
0.618309,797.171,798.56,798.56
0.618809,798.216,798.56,798.56
0.61931,799.641,798.56,798.56
0.61981,799.847,798.56,798.56
0.62031,798.608,798.56,798.56
0.62081,797.322,798.56,798.56
0.621311,797.43,798.56,798.56
0.621811,798.805,798.56,798.56
0.622311,799.898,798.56,798.56
0.622811,799.485,798.56,798.56
0.623312,798.036,798.56,798.56
0.623812,797.182,798.56,798.56
0.624312,797.877,798.56,798.56
0.624812,799.335,798.56,798.56
0.625313,799.916,798.56,798.56
0.625813,798.974,798.56,798.56
0.626313,797.572,798.56,798.56
0.626813,797.285,798.56,798.56
0.627314,798.429,798.56,798.56
0.627814,799.715,798.56,798.56
0.628314,799.698,798.56,798.56
0.628814,798.405,798.56,798.56
0.629315,797.292,798.56,798.56
0.629815,797.606,798.56,798.56
0.630315,798.988,798.56,798.56
0.630815,799.883,798.56,798.56
0.631316,799.29,798.56,798.56
0.631816,797.881,798.56,798.56
0.632316,797.24,798.56,798.56
0.632816,798.083,798.56,798.56
0.633317,799.457,798.56,798.56
0.633817,799.818,798.56,798.56
0.634317,798.766,798.56,798.56
0.634817,797.489,798.56,798.56
0.635318,797.419,798.56,798.56
0.635818,798.629,798.56,798.56
0.636318,799.756,798.56,798.56
0.636818,799.536,798.56,798.56
0.637319,798.222,798.56,798.56
0.637819,797.294,798.56,798.56
0.638319,797.79,798.56,798.56
0.638819,799.147,798.56,798.56
0.63932,799.839,798.56,798.56
0.63982,799.093,798.56,798.56
0.64032,797.753,798.56,798.56
0.64082,797.325,798.56,798.56
0.641321,798.284,798.56,798.56
0.641821,799.548,798.56,798.56
0.642321,799.698,798.56,798.56
0.642821,798.571,798.56,798.56
0.643322,797.437,798.56,798.56
0.643822,797.568,798.56,798.56
0.644322,798.811,798.56,798.56
0.644822,799.766,798.56,798.56
0.645323,799.364,798.56,798.56
0.645823,798.062,798.56,798.56
0.646323,797.325,798.56,798.56
0.646823,797.977,798.56,798.56
0.647324,799.279,798.56,798.56
0.647824,799.768,798.56,798.56
0.648324,798.9,798.56,798.56
0.648824,797.654,798.56,798.56
0.649325,797.431,798.56,798.56
0.649825,798.474,798.56,798.56
0.650325,799.609,798.56,798.56
0.650825,799.561,798.56,798.56
0.651326,798.391,798.56,798.56
0.651826,797.416,798.56,798.56
0.652326,797.729,798.56,798.56
0.652826,798.972,798.56,798.56
0.653327,799.747,798.56,798.56
0.653827,799.187,798.56,798.56
0.654327,797.926,798.56,798.56
0.654827,797.382,798.56,798.56
0.655328,798.162,798.56,798.56
0.655828,799.384,798.56,798.56
0.656328,799.676,798.56,798.56
0.656828,798.714,798.56,798.56
0.657329,797.585,798.56,798.56
0.657829,797.554,798.56,798.56
0.658329,798.652,798.56,798.56
0.658829,799.641,798.56,798.56
0.65933,799.413,798.56,798.56
0.65983,798.229,798.56,798.56
0.66033,797.422,798.56,798.56
0.66083,797.895,798.56,798.56
0.661331,799.111,798.56,798.56
0.661831,799.703,798.56,798.56
0.662331,799.01,798.56,798.56
0.662831,797.816,798.56,798.56
0.663332,797.462,798.56,798.56
0.663832,798.342,798.56,798.56
0.664332,799.462,798.56,798.56
0.664832,799.565,798.56,798.56
0.665333,798.541,798.56,798.56
0.665833,797.543,798.56,798.56
0.666333,797.691,798.56,798.56
0.666833,798.813,798.56,798.56
0.667334,799.646,798.56,798.56
0.667834,799.257,798.56,798.56
0.668334,798.088,798.56,798.56
0.668834,797.455,798.56,798.56
0.669335,798.064,798.56,798.56
0.669835,799.226,798.56,798.56
0.670335,799.636,798.56,798.56
0.670835,798.837,798.56,798.56
0.671336,797.731,798.56,798.56
0.671836,797.56,798.56,798.56
0.672336,798.512,798.56,798.56
0.672836,799.512,798.56,798.56
0.673337,799.44,798.56,798.56
0.673837,798.381,798.56,798.56
0.674337,797.528,798.56,798.56
0.674837,797.837,798.56,798.56
0.675338,798.955,798.56,798.56
0.675838,799.625,798.56,798.56
0.676338,799.097,798.56,798.56
0.676838,797.97,798.56,798.56
0.677339,797.51,798.56,798.56
0.677839,798.23,798.56,798.56
0.678339,799.317,798.56,798.56
0.678839,799.549,798.56,798.56
0.67934,798.671,798.56,798.56
0.67984,797.673,798.56,798.56
0.68034,797.674,798.56,798.56
0.68084,798.669,798.56,798.56
0.681341,799.537,798.56,798.56
0.681841,799.305,798.56,798.56
0.682341,798.238,798.56,798.56
0.682841,797.538,798.56,798.56
0.683342,797.987,798.56,798.56
0.683842,799.076,798.56,798.56
0.684342,799.581,798.56,798.56
0.684842,798.938,798.56,798.56
0.685343,797.874,798.56,798.56
0.685843,797.585,798.56,798.56
0.686343,798.39,798.56,798.56
0.686843,799.382,798.56,798.56
0.687344,799.447,798.56,798.56
0.687844,798.516,798.56,798.56
0.688344,797.639,798.56,798.56
0.688844,797.799,798.56,798.56
0.689345,798.811,798.56,798.56
0.689845,799.537,798.56,798.56
0.690345,799.163,798.56,798.56
0.690845,798.115,798.56,798.56
0.691346,797.571,798.56,798.56
0.691846,798.139,798.56,798.56
0.692346,799.176,798.56,798.56
0.692846,799.517,798.56,798.56
0.693347,798.783,798.56,798.56
0.693847,797.802,798.56,798.56
0.694347,797.676,798.56,798.56
0.694847,798.542,798.56,798.56
0.695348,799.424,798.56,798.56
0.695848,799.332,798.56,798.56
0.696348,798.375,798.56,798.56
0.696848,797.63,798.56,798.56
0.697349,797.931,798.56,798.56
0.697849,798.936,798.56,798.56
0.698349,799.514,798.56,798.56
0.698849,799.019,798.56,798.56
0.69935,798.011,798.56,798.56
0.69985,797.624,798.56,798.56
0.70035,798.288,798.56,798.56
0.70085,799.254,798.56,798.56
0.701351,799.436,798.56,798.56
0.701851,798.635,798.56,798.56
0.702351,797.753,798.56,798.56
0.702851,797.781,798.56,798.56
0.703352,798.682,798.56,798.56
0.703852,799.442,798.56,798.56
0.704352,799.209,798.56,798.56
0.704852,798.25,798.56,798.56
0.705353,797.643,798.56,798.56
0.705853,798.068,798.56,798.56
0.706353,799.042,798.56,798.56
0.706853,799.471,798.56,798.56
0.707354,798.876,798.56,798.56
0.707854,797.929,798.56,798.56
0.708354,797.694,798.56,798.56
0.708854,798.432,798.56,798.56
0.709355,799.309,798.56,798.56
0.709855,799.342,798.56,798.56
0.710355,798.498,798.56,798.56
0.710855,797.727,798.56,798.56
0.711356,797.895,798.56,798.56
0.711856,798.807,798.56,798.56
0.712356,799.438,798.56,798.56
0.712856,799.081,798.56,798.56
0.713357,798.141,798.56,798.56
0.713857,797.676,798.56,798.56
0.714357,798.204,798.56,798.56
0.714857,799.129,798.56,798.56
0.715358,799.411,798.56,798.56
0.715858,798.737,798.56,798.56
0.716358,797.868,798.56,798.56
0.716858,797.779,798.56,798.56
0.717359,798.566,798.56,798.56
0.717859,799.342,798.56,798.56
0.718359,799.237,798.56,798.56
0.718859,798.373,798.56,798.56
0.71936,797.723,798.56,798.56
0.71986,798.015,798.56,798.56
0.72036,798.917,798.56,798.56
0.72086,799.414,798.56,798.56
0.721361,798.951,798.56,798.56
0.721861,798.051,798.56,798.56
0.722361,797.727,798.56,798.56
0.722861,798.338,798.56,798.56
0.723362,799.195,798.56,798.56
0.723862,799.336,798.56,798.56
0.724362,798.605,798.56,798.56
0.724862,797.828,798.56,798.56
0.725363,797.875,798.56,798.56
0.725863,798.69,798.56,798.56
0.726363,799.355,798.56,798.56
0.726863,799.125,798.56,798.56
0.727364,798.262,798.56,798.56
0.727864,797.738,798.56,798.56
0.728364,798.138,798.56,798.56
0.728864,799.009,798.56,798.56
0.729365,799.373,798.56,798.56
0.729865,798.822,798.56,798.56
0.730365,797.981,798.56,798.56
0.730865,797.793,798.56,798.56
0.731366,798.466,798.56,798.56
0.731866,799.241,798.56,798.56
0.732366,799.249,798.56,798.56
0.732866,798.483,798.56,798.56
0.733367,797.808,798.56,798.56
0.733867,797.979,798.56,798.56
0.734367,798.801,798.56,798.56
0.734867,799.348,798.56,798.56
0.735368,799.009,798.56,798.56
0.735868,798.167,798.56,798.56
0.736368,797.77,798.56,798.56
0.736868,798.261,798.56,798.56
0.737369,799.084,798.56,798.56
0.737869,799.316,798.56,798.56
0.738369,798.698,798.56,798.56
0.738869,797.929,798.56,798.56
0.73937,797.871,798.56,798.56
0.73987,798.586,798.56,798.56
0.74037,799.268,798.56,798.56
0.74087,799.153,798.56,798.56
0.741371,798.373,798.56,798.56
0.741871,797.807,798.56,798.56
0.742371,798.088,798.56,798.56
0.742871,798.897,798.56,798.56
0.743372,799.324,798.56,798.56
0.743872,798.892,798.56,798.56
0.744372,798.089,798.56,798.56
0.744872,797.819,798.56,798.56
0.745373,798.381,798.56,798.56
0.745873,799.141,798.56,798.56
0.746373,799.246,798.56,798.56
0.746873,798.581,798.56,798.56
0.747374,797.896,798.56,798.56
0.747874,797.959,798.56,798.56
0.748374,798.696,798.56,798.56
0.748874,799.277,798.56,798.56
0.749375,799.051,798.56,798.56
0.749875,798.276,798.56,798.56
0.750375,797.823,798.56,798.56
0.750875,798.199,798.56,798.56
0.751376,798.978,798.56,798.56
0.751876,799.284,798.56,798.56
0.752376,798.777,798.56,798.56
0.752876,798.029,798.56,798.56
0.753377,797.88,798.56,798.56
0.753877,798.495,798.56,798.56
0.754377,799.179,798.56,798.56
0.754877,799.166,798.56,798.56
0.755378,798.473,798.56,798.56
0.755878,797.881,798.56,798.56
0.756378,798.053,798.56,798.56
0.756878,798.793,798.56,798.56
0.757379,799.268,798.56,798.56
0.757879,798.946,798.56,798.56
0.758379,798.193,798.56,798.56
0.758879,797.855,798.56,798.56
0.75938,798.309,798.56,798.56
0.75988,799.042,798.56,798.56
0.76038,799.231,798.56,798.56
0.76088,798.666,798.56,798.56
0.761381,797.985,798.56,798.56
0.761881,797.952,798.56,798.56
0.762381,798.601,798.56,798.56
0.762881,799.201,798.56,798.56
0.763382,799.078,798.56,798.56
0.763882,798.375,798.56,798.56
0.764382,797.883,798.56,798.56
0.764882,798.152,798.56,798.56
0.765383,798.878,798.56,798.56
0.765883,799.243,798.56,798.56
0.766383,798.841,798.56,798.56
0.766883,798.125,798.56,798.56
0.767384,797.901,798.56,798.56
0.767884,798.417,798.56,798.56
0.768384,799.091,798.56,798.56
0.768884,799.166,798.56,798.56
0.769385,798.561,798.56,798.56
0.769885,797.958,798.56,798.56
0.770385,798.033,798.56,798.56
0.770885,798.698,798.56,798.56
0.771386,799.205,798.56,798.56
0.771886,798.986,798.56,798.56
0.772386,798.29,798.56,798.56
0.772886,797.9,798.56,798.56
0.773387,798.252,798.56,798.56
0.773887,798.948,798.56,798.56
0.774387,799.205,798.56,798.56
0.774887,798.737,798.56,798.56
0.775388,798.073,798.56,798.56
0.775888,797.958,798.56,798.56
0.776388,798.519,798.56,798.56
0.776888,799.123,798.56,798.56
0.777389,799.093,798.56,798.56
0.777889,798.465,798.56,798.56
0.778389,797.947,798.56,798.56
0.778889,798.119,798.56,798.56
0.77939,798.784,798.56,798.56
0.77989,799.195,798.56,798.56
0.78039,798.891,798.56,798.56
0.78089,798.218,798.56,798.56
0.781391,797.931,798.56,798.56
0.781891,798.351,798.56,798.56
0.782391,799.003,798.56,798.56
0.782891,799.155,798.56,798.56
0.783392,798.638,798.56,798.56
0.783892,798.037,798.56,798.56
0.784392,798.025,798.56,798.56
0.784892,798.613,798.56,798.56
0.785393,799.139,798.56,798.56
0.785893,799.013,798.56,798.56
0.786393,798.379,798.56,798.56
0.786893,797.952,798.56,798.56
0.787394,798.208,798.56,798.56
0.787894,798.858,798.56,798.56
0.788394,799.17,798.56,798.56
0.788894,798.796,798.56,798.56
0.789395,798.159,798.56,798.56
0.789895,797.975,798.56,798.56
0.790395,798.447,798.56,798.56
0.790895,799.044,798.56,798.56
0.791396,799.095,798.56,798.56
0.791896,798.545,798.56,798.56
0.792396,798.015,798.56,798.56
0.792896,798.098,798.56,798.56
0.793397,798.699,798.56,798.56
0.793897,799.141,798.56,798.56
0.794397,798.929,798.56,798.56
0.794897,798.304,798.56,798.56
0.795398,797.97,798.56,798.56
0.795898,798.298,798.56,798.56
0.796398,798.919,798.56,798.56
0.796898,799.134,798.56,798.56
0.797399,798.704,798.56,798.56
0.797899,798.115,798.56,798.56
0.798399,798.028,798.56,798.56
0.798899,798.538,798.56,798.56
0.7994,799.07,798.56,798.56
0.7999,799.027,798.56,798.56
0.8004,798.46,798.56,798.56
0.8009,798.008,798.56,798.56
0.801401,798.177,798.56,798.56
0.801901,798.774,798.56,798.56
0.802401,799.129,798.56,798.56
0.802901,798.843,798.56,798.56
0.803402,798.242,798.56,798.56
0.803902,798,798.56,798.56
0.804402,798.387,798.56,798.56
0.804902,798.967,798.56,798.56
0.805403,799.087,798.56,798.56
0.805903,798.615,798.56,798.56
0.806403,798.084,798.56,798.56
0.806903,798.089,798.56,798.56
0.807404,798.622,798.56,798.56
0.807904,799.083,798.56,798.56
0.808404,798.955,798.56,798.56
0.808904,798.385,798.56,798.56
0.809405,798.014,798.56,798.56
