t_s,f_Hz_H1s,f_Hz_H3s,f_Hz_H6s
0.523762,49.9196,49.9233,49.9378
0.524262,49.9196,49.9233,49.9378
0.524762,49.9196,49.9233,49.9378
0.525263,49.9196,49.9233,49.9377
0.525763,49.9196,49.9233,49.9377
0.526263,49.9196,49.9233,49.9377
0.526763,49.9196,49.9233,49.9376
0.527264,49.9196,49.9232,49.9376
0.527764,49.9196,49.9232,49.9375
0.528264,49.9196,49.9232,49.9375
0.528764,49.9196,49.9232,49.9375
0.529265,49.9196,49.9232,49.9374
0.529765,49.9196,49.9232,49.9374
0.530265,49.9196,49.9232,49.9374
0.530765,49.9196,49.9231,49.9373
0.531266,49.9196,49.9231,49.9373
0.531766,49.9196,49.9231,49.9372
0.532266,49.9196,49.9231,49.9372
0.532766,49.9196,49.9231,49.9372
0.533267,49.9196,49.9231,49.9371
0.533767,49.9196,49.923,49.9371
0.534267,49.9196,49.923,49.9371
0.534767,49.9196,49.923,49.937
0.535268,49.9196,49.923,49.937
0.535768,49.9196,49.923,49.9369
0.536268,49.9196,49.923,49.9369
0.536768,49.9196,49.923,49.9369
0.537269,49.9196,49.9229,49.9368
0.537769,49.9196,49.9229,49.9368
0.538269,49.9196,49.9229,49.9368
0.538769,49.9196,49.9229,49.9367
0.53927,49.9196,49.9229,49.9367
0.53977,49.9196,49.9229,49.9367
0.54027,49.9196,49.9229,49.9366
0.54077,49.9196,49.9229,49.9366
0.541271,49.9196,49.9228,49.9366
0.541771,49.9196,49.9228,49.9365
0.542271,49.9196,49.9228,49.9365
0.542771,49.9196,49.9228,49.9364
0.543272,49.9196,49.9228,49.9364
0.543772,49.9196,49.9228,49.9364
0.544272,49.9196,49.9228,49.9363
0.544772,49.9196,49.9227,49.9363
0.545273,49.9196,49.9227,49.9363
0.545773,49.9196,49.9227,49.9362
0.546273,49.9196,49.9227,49.9362
0.546773,49.9196,49.9227,49.9362
0.547274,49.9196,49.9227,49.9361
0.547774,49.9196,49.9227,49.9361
0.548274,49.9196,49.9227,49.9361
0.548774,49.9196,49.9226,49.936
0.549275,49.9196,49.9226,49.936
0.549775,49.9196,49.9226,49.936
0.550275,49.9196,49.9226,49.9359
0.550775,49.9196,49.9226,49.9359
0.551276,49.9196,49.9226,49.9359
0.551776,49.9196,49.9226,49.9358
0.552276,49.9196,49.9226,49.9358
0.552776,49.9196,49.9225,49.9358
0.553277,49.9196,49.9225,49.9357
0.553777,49.9196,49.9225,49.9357
0.554277,49.9196,49.9225,49.9357
0.554777,49.9196,49.9225,49.9356
0.555278,49.9196,49.9225,49.9356
0.555778,49.9196,49.9225,49.9356
0.556278,49.9196,49.9225,49.9355
0.556778,49.9196,49.9224,49.9355
0.557279,49.9196,49.9224,49.9355
0.557779,49.9196,49.9224,49.9354
0.558279,49.9196,49.9224,49.9354
0.558779,49.9196,49.9224,49.9354
0.55928,49.9196,49.9224,49.9353
0.55978,49.9196,49.9224,49.9353
0.56028,49.9196,49.9224,49.9353
0.56078,49.9196,49.9223,49.9352
0.561281,49.9196,49.9223,49.9352
0.561781,49.9196,49.9223,49.9352
0.562281,49.9196,49.9223,49.9351
0.562781,49.9196,49.9223,49.9351
0.563282,49.9196,49.9223,49.9351
0.563782,49.9196,49.9223,49.935
0.564282,49.9196,49.9223,49.935
0.564782,49.9196,49.9223,49.935
0.565283,49.9196,49.9222,49.9349
0.565783,49.9196,49.9222,49.9349
0.566283,49.9196,49.9222,49.9349
0.566783,49.9196,49.9222,49.9348
0.567284,49.9196,49.9222,49.9348
0.567784,49.9196,49.9222,49.9348
0.568284,49.9196,49.9222,49.9347
0.568784,49.9196,49.9222,49.9347
0.569285,49.9196,49.9222,49.9347
0.569785,49.9196,49.9222,49.9347
0.570285,49.9196,49.9221,49.9346
0.570785,49.9196,49.9221,49.9346
0.571286,49.9196,49.9221,49.9346
0.571786,49.9196,49.9221,49.9345
0.572286,49.9196,49.9221,49.9345
0.572786,49.9196,49.9221,49.9345
0.573287,49.9196,49.9221,49.9344
0.573787,49.9196,49.9221,49.9344
0.574287,49.9196,49.9221,49.9344
0.574787,49.9196,49.922,49.9343
0.575288,49.9196,49.922,49.9343
0.575788,49.9196,49.922,49.9343
0.576288,49.9196,49.922,49.9343
0.576788,49.9196,49.922,49.9342
0.577289,49.9196,49.922,49.9342
0.577789,49.9196,49.922,49.9342
0.578289,49.9196,49.922,49.9341
0.578789,49.9196,49.922,49.9341
0.57929,49.9196,49.922,49.9341
0.57979,49.9196,49.9219,49.934
0.58029,49.9196,49.9219,49.934
0.58079,49.9196,49.9219,49.934
0.581291,49.9196,49.9219,49.9339
0.581791,49.9196,49.9219,49.9339
0.582291,49.9196,49.9219,49.9339
0.582791,49.9196,49.9219,49.9339
0.583292,49.9196,49.9219,49.9338
0.583792,49.9196,49.9219,49.9338
0.584292,49.9196,49.9219,49.9338
0.584792,49.9196,49.9218,49.9337
0.585293,49.9196,49.9218,49.9337
0.585793,49.9196,49.9218,49.9337
0.586293,49.9196,49.9218,49.9337
0.586793,49.9196,49.9218,49.9336
0.587294,49.9196,49.9218,49.9336
0.587794,49.9196,49.9218,49.9336
0.588294,49.9196,49.9218,49.9335
0.588794,49.9196,49.9218,49.9335
0.589295,49.9196,49.9218,49.9335
0.589795,49.9196,49.9218,49.9334
0.590295,49.9196,49.9217,49.9334
0.590795,49.9196,49.9217,49.9334
0.591296,49.9196,49.9217,49.9334
0.591796,49.9196,49.9217,49.9333
0.592296,49.9196,49.9217,49.9333
0.592796,49.9196,49.9217,49.9333
0.593297,49.9196,49.9217,49.9332
0.593797,49.9196,49.9217,49.9332
0.594297,49.9196,49.9217,49.9332
0.594797,49.9196,49.9217,49.9332
0.595298,49.9196,49.9217,49.9331
0.595798,49.9196,49.9217,49.9331
0.596298,49.9196,49.9216,49.9331
0.596798,49.9196,49.9216,49.9331
0.597299,49.9196,49.9216,49.933
0.597799,49.9196,49.9216,49.933
0.598299,49.9196,49.9216,49.933
0.598799,49.9196,49.9216,49.9329
0.5993,49.9196,49.9216,49.9329
0.5998,49.9196,49.9216,49.9329
0.6003,49.9196,49.9216,49.9329
0.6008,49.9196,49.9216,49.9328
0.601301,49.9196,49.9216,49.9328
0.601801,49.9196,49.9215,49.9328
0.602301,49.9196,49.9215,49.9327
0.602801,49.9196,49.9215,49.9327
0.603302,49.9196,49.9215,49.9327
0.603802,49.9196,49.9215,49.9327
0.604302,49.9196,49.9215,49.9326
0.604802,49.9196,49.9215,49.9326
0.605303,49.9196,49.9215,49.9326
0.605803,49.9196,49.9215,49.9326
0.606303,49.9196,49.9215,49.9325
0.606803,49.9196,49.9215,49.9325
0.607304,49.9196,49.9215,49.9325
0.607804,49.9196,49.9215,49.9324
0.608304,49.9196,49.9214,49.9324
0.608804,49.9196,49.9214,49.9324
0.609305,49.9196,49.9214,49.9324
0.609805,49.9196,49.9214,49.9323
0.610305,49.9196,49.9214,49.9323
0.610805,49.9196,49.9214,49.9323
0.611306,49.9196,49.9214,49.9323
0.611806,49.9196,49.9214,49.9322
0.612306,49.9196,49.9214,49.9322
0.612806,49.9196,49.9214,49.9322
0.613307,49.9196,49.9214,49.9322
0.613807,49.9196,49.9214,49.9321
0.614307,49.9196,49.9214,49.9321
0.614807,49.9196,49.9213,49.9321
0.615308,49.9196,49.9213,49.9321
0.615808,49.9196,49.9213,49.932
0.616308,49.9196,49.9213,49.932
0.616808,49.9196,49.9213,49.932
0.617309,49.9196,49.9213,49.9319
0.617809,49.9196,49.9213,49.9319
0.618309,49.9196,49.9213,49.9319
0.618809,49.9196,49.9213,49.9319
0.61931,49.9196,49.9213,49.9318
0.61981,49.9196,49.9213,49.9318
0.62031,49.9196,49.9213,49.9318
0.62081,49.9196,49.9213,49.9318
0.621311,49.9196,49.9213,49.9317
0.621811,49.9196,49.9212,49.9317
0.622311,49.9196,49.9212,49.9317
0.622811,49.9196,49.9212,49.9317
0.623312,49.9196,49.9212,49.9316
0.623812,49.9196,49.9212,49.9316
0.624312,49.9196,49.9212,49.9316
0.624812,49.9196,49.9212,49.9316
0.625313,49.9196,49.9212,49.9315
0.625813,49.9196,49.9212,49.9315
0.626313,49.9196,49.9212,49.9315
0.626813,49.9196,49.9212,49.9315
0.627314,49.9196,49.9212,49.9314
0.627814,49.9196,49.9212,49.9314
0.628314,49.9196,49.9212,49.9314
0.628814,49.9196,49.9212,49.9314
0.629315,49.9196,49.9211,49.9313
0.629815,49.9196,49.9211,49.9313
0.630315,49.9196,49.9211,49.9313
0.630815,49.9196,49.9211,49.9313
0.631316,49.9196,49.9211,49.9312
0.631816,49.9196,49.9211,49.9312
0.632316,49.9196,49.9211,49.9312
0.632816,49.9196,49.9211,49.9312
0.633317,49.9196,49.9211,49.9311
0.633817,49.9196,49.9211,49.9311
0.634317,49.9196,49.9211,49.9311
0.634817,49.9196,49.9211,49.9311
0.635318,49.9196,49.9211,49.9311
0.635818,49.9196,49.9211,49.931
0.636318,49.9196,49.9211,49.931
0.636818,49.9196,49.9211,49.931
0.637319,49.9196,49.921,49.931
0.637819,49.9196,49.921,49.9309
0.638319,49.9196,49.921,49.9309
0.638819,49.9196,49.921,49.9309
0.63932,49.9196,49.921,49.9309
0.63982,49.9196,49.921,49.9308
0.64032,49.9196,49.921,49.9308
0.64082,49.9196,49.921,49.9308
0.641321,49.9196,49.921,49.9308
0.641821,49.9196,49.921,49.9307
0.642321,49.9196,49.921,49.9307
0.642821,49.9196,49.921,49.9307
0.643322,49.9196,49.921,49.9307
0.643822,49.9196,49.921,49.9307
0.644322,49.9196,49.921,49.9306
0.644822,49.9196,49.921,49.9306
0.645323,49.9196,49.921,49.9306
0.645823,49.9196,49.9209,49.9306
0.646323,49.9196,49.9209,49.9305
0.646823,49.9196,49.9209,49.9305
0.647324,49.9196,49.9209,49.9305
0.647824,49.9196,49.9209,49.9305
0.648324,49.9196,49.9209,49.9304
0.648824,49.9196,49.9209,49.9304
0.649325,49.9196,49.9209,49.9304
0.649825,49.9196,49.9209,49.9304
0.650325,49.9196,49.9209,49.9304
0.650825,49.9196,49.9209,49.9303
0.651326,49.9196,49.9209,49.9303
0.651826,49.9196,49.9209,49.9303
0.652326,49.9196,49.9209,49.9303
0.652826,49.9196,49.9209,49.9302
0.653327,49.9196,49.9209,49.9302
0.653827,49.9196,49.9209,49.9302
0.654327,49.9196,49.9209,49.9302
0.654827,49.9196,49.9208,49.9302
0.655328,49.9196,49.9208,49.9301
0.655828,49.9196,49.9208,49.9301
0.656328,49.9196,49.9208,49.9301
0.656828,49.9196,49.9208,49.9301
0.657329,49.9196,49.9208,49.93
0.657829,49.9196,49.9208,49.93
0.658329,49.9196,49.9208,49.93
0.658829,49.9196,49.9208,49.93
0.65933,49.9196,49.9208,49.93
0.65983,49.9196,49.9208,49.9299
0.66033,49.9196,49.9208,49.9299
0.66083,49.9196,49.9208,49.9299
0.661331,49.9196,49.9208,49.9299
0.661831,49.9196,49.9208,49.9299
0.662331,49.9196,49.9208,49.9298
0.662831,49.9196,49.9208,49.9298
0.663332,49.9196,49.9208,49.9298
0.663832,49.9196,49.9208,49.9298
0.664332,49.9196,49.9208,49.9297
0.664832,49.9196,49.9207,49.9297
0.665333,49.9196,49.9207,49.9297
0.665833,49.9196,49.9207,49.9297
0.666333,49.9196,49.9207,49.9297
0.666833,49.9196,49.9207,49.9296
0.667334,49.9196,49.9207,49.9296
0.667834,49.9196,49.9207,49.9296
0.668334,49.9196,49.9207,49.9296
0.668834,49.9196,49.9207,49.9296
0.669335,49.9196,49.9207,49.9295
0.669835,49.9196,49.9207,49.9295
0.670335,49.9196,49.9207,49.9295
0.670835,49.9196,49.9207,49.9295
0.671336,49.9196,49.9207,49.9295
0.671836,49.9196,49.9207,49.9294
0.672336,49.9196,49.9207,49.9294
0.672836,49.9196,49.9207,49.9294
0.673337,49.9196,49.9207,49.9294
0.673837,49.9196,49.9207,49.9294
0.674337,49.9196,49.9207,49.9293
0.674837,49.9196,49.9207,49.9293
0.675338,49.9196,49.9206,49.9293
0.675838,49.9196,49.9206,49.9293
0.676338,49.9196,49.9206,49.9293
0.676838,49.9196,49.9206,49.9292
0.677339,49.9196,49.9206,49.9292
0.677839,49.9196,49.9206,49.9292
0.678339,49.9196,49.9206,49.9292
0.678839,49.9196,49.9206,49.9292
0.67934,49.9196,49.9206,49.9291
0.67984,49.9196,49.9206,49.9291
0.68034,49.9196,49.9206,49.9291
0.68084,49.9196,49.9206,49.9291
0.681341,49.9196,49.9206,49.9291
0.681841,49.9196,49.9206,49.929
0.682341,49.9196,49.9206,49.929
0.682841,49.9196,49.9206,49.929
0.683342,49.9196,49.9206,49.929
0.683842,49.9196,49.9206,49.929
0.684342,49.9196,49.9206,49.9289
0.684842,49.9196,49.9206,49.9289
0.685343,49.9196,49.9206,49.9289
0.685843,49.9196,49.9206,49.9289
0.686343,49.9196,49.9206,49.9289
0.686843,49.9196,49.9206,49.9288
0.687344,49.9196,49.9205,49.9288
0.687844,49.9196,49.9205,49.9288
0.688344,49.9196,49.9205,49.9288
0.688844,49.9196,49.9205,49.9288
0.689345,49.9196,49.9205,49.9287
0.689845,49.9196,49.9205,49.9287
0.690345,49.9196,49.9205,49.9287
0.690845,49.9196,49.9205,49.9287
0.691346,49.9196,49.9205,49.9287
0.691846,49.9196,49.9205,49.9286
0.692346,49.9196,49.9205,49.9286
0.692846,49.9196,49.9205,49.9286
0.693347,49.9196,49.9205,49.9286
0.693847,49.9196,49.9205,49.9286
0.694347,49.9196,49.9205,49.9286
0.694847,49.9196,49.9205,49.9285
0.695348,49.9196,49.9205,49.9285
0.695848,49.9196,49.9205,49.9285
0.696348,49.9196,49.9205,49.9285
0.696848,49.9196,49.9205,49.9285
0.697349,49.9196,49.9205,49.9284
0.697849,49.9196,49.9205,49.9284
0.698349,49.9196,49.9205,49.9284
0.698849,49.9196,49.9205,49.9284
0.69935,49.9196,49.9205,49.9284
0.69985,49.9196,49.9205,49.9284
0.70035,49.9196,49.9204,49.9283
0.70085,49.9196,49.9204,49.9283
0.701351,49.9196,49.9204,49.9283
0.701851,49.9196,49.9204,49.9283
0.702351,49.9196,49.9204,49.9283
0.702851,49.9196,49.9204,49.9282
0.703352,49.9196,49.9204,49.9282
0.703852,49.9196,49.9204,49.9282
0.704352,49.9196,49.9204,49.9282
0.704852,49.9196,49.9204,49.9282
0.705353,49.9196,49.9204,49.9282
0.705853,49.9196,49.9204,49.9281
0.706353,49.9196,49.9204,49.9281
0.706853,49.9196,49.9204,49.9281
0.707354,49.9196,49.9204,49.9281
0.707854,49.9196,49.9204,49.9281
0.708354,49.9196,49.9204,49.928
0.708854,49.9196,49.9204,49.928
0.709355,49.9196,49.9204,49.928
0.709855,49.9196,49.9204,49.928
0.710355,49.9196,49.9204,49.928
0.710855,49.9196,49.9204,49.928
0.711356,49.9196,49.9204,49.9279
0.711856,49.9196,49.9204,49.9279
0.712356,49.9196,49.9204,49.9279
0.712856,49.9196,49.9204,49.9279
0.713357,49.9196,49.9204,49.9279
0.713857,49.9196,49.9204,49.9279
0.714357,49.9196,49.9204,49.9278
0.714857,49.9196,49.9204,49.9278
0.715358,49.9196,49.9203,49.9278
0.715858,49.9196,49.9203,49.9278
0.716358,49.9196,49.9203,49.9278
0.716858,49.9196,49.9203,49.9278
0.717359,49.9196,49.9203,49.9277
0.717859,49.9196,49.9203,49.9277
0.718359,49.9196,49.9203,49.9277
0.718859,49.9196,49.9203,49.9277
0.71936,49.9196,49.9203,49.9277
0.71986,49.9196,49.9203,49.9276
0.72036,49.9196,49.9203,49.9276
0.72086,49.9196,49.9203,49.9276
0.721361,49.9196,49.9203,49.9276
0.721861,49.9196,49.9203,49.9276
0.722361,49.9196,49.9203,49.9276
0.722861,49.9196,49.9203,49.9275
0.723362,49.9196,49.9203,49.9275
0.723862,49.9196,49.9203,49.9275
0.724362,49.9196,49.9203,49.9275
0.724862,49.9196,49.9203,49.9275
0.725363,49.9196,49.9203,49.9275
0.725863,49.9196,49.9203,49.9274
0.726363,49.9196,49.9203,49.9274
0.726863,49.9196,49.9203,49.9274
0.727364,49.9196,49.9203,49.9274
0.727864,49.9196,49.9203,49.9274
0.728364,49.9196,49.9203,49.9274
0.728864,49.9196,49.9203,49.9274
0.729365,49.9196,49.9203,49.9273
0.729865,49.9196,49.9203,49.9273
0.730365,49.9196,49.9203,49.9273
0.730865,49.9196,49.9203,49.9273
0.731366,49.9196,49.9203,49.9273
0.731866,49.9196,49.9202,49.9273
0.732366,49.9196,49.9202,49.9272
0.732866,49.9196,49.9202,49.9272
0.733367,49.9196,49.9202,49.9272
0.733867,49.9196,49.9202,49.9272
0.734367,49.9196,49.9202,49.9272
0.734867,49.9196,49.9202,49.9272
0.735368,49.9196,49.9202,49.9271
0.735868,49.9196,49.9202,49.9271
0.736368,49.9196,49.9202,49.9271
0.736868,49.9196,49.9202,49.9271
0.737369,49.9196,49.9202,49.9271
0.737869,49.9196,49.9202,49.9271
0.738369,49.9196,49.9202,49.9271
0.738869,49.9196,49.9202,49.927
0.73937,49.9196,49.9202,49.927
0.73987,49.9196,49.9202,49.927
0.74037,49.9196,49.9202,49.927
0.74087,49.9196,49.9202,49.927
0.741371,49.9196,49.9202,49.927
0.741871,49.9196,49.9202,49.9269
0.742371,49.9196,49.9202,49.9269
0.742871,49.9196,49.9202,49.9269
0.743372,49.9196,49.9202,49.9269
0.743872,49.9196,49.9202,49.9269
0.744372,49.9196,49.9202,49.9269
0.744872,49.9196,49.9202,49.9269
0.745373,49.9196,49.9202,49.9268
0.745873,49.9196,49.9202,49.9268
0.746373,49.9196,49.9202,49.9268
0.746873,49.9196,49.9202,49.9268
0.747374,49.9196,49.9202,49.9268
0.747874,49.9196,49.9202,49.9268
0.748374,49.9196,49.9202,49.9267
0.748874,49.9196,49.9202,49.9267
0.749375,49.9196,49.9202,49.9267
0.749875,49.9196,49.9202,49.9267
0.750375,49.9196,49.9202,49.9267
0.750875,49.9196,49.9202,49.9267
0.751376,49.9196,49.9202,49.9267
0.751876,49.9196,49.9201,49.9266
0.752376,49.9196,49.9201,49.9266
0.752876,49.9196,49.9201,49.9266
0.753377,49.9196,49.9201,49.9266
0.753877,49.9196,49.9201,49.9266
0.754377,49.9196,49.9201,49.9266
0.754877,49.9196,49.9201,49.9266
0.755378,49.9196,49.9201,49.9265
0.755878,49.9196,49.9201,49.9265
0.756378,49.9196,49.9201,49.9265
0.756878,49.9196,49.9201,49.9265
0.757379,49.9196,49.9201,49.9265
0.757879,49.9196,49.9201,49.9265
0.758379,49.9196,49.9201,49.9265
0.758879,49.9196,49.9201,49.9264
0.75938,49.9196,49.9201,49.9264
0.75988,49.9196,49.9201,49.9264
0.76038,49.9196,49.9201,49.9264
0.76088,49.9196,49.9201,49.9264
0.761381,49.9196,49.9201,49.9264
0.761881,49.9196,49.9201,49.9264
0.762381,49.9196,49.9201,49.9263
0.762881,49.9196,49.9201,49.9263
0.763382,49.9196,49.9201,49.9263
0.763882,49.9196,49.9201,49.9263
0.764382,49.9196,49.9201,49.9263
0.764882,49.9196,49.9201,49.9263
0.765383,49.9196,49.9201,49.9263
0.765883,49.9196,49.9201,49.9262
0.766383,49.9196,49.9201,49.9262
0.766883,49.9196,49.9201,49.9262
0.767384,49.9196,49.9201,49.9262
0.767884,49.9196,49.9201,49.9262
0.768384,49.9196,49.9201,49.9262
0.768884,49.9196,49.9201,49.9262
0.769385,49.9196,49.9201,49.9261
0.769885,49.9196,49.9201,49.9261
0.770385,49.9196,49.9201,49.9261
0.770885,49.9196,49.9201,49.9261
0.771386,49.9196,49.9201,49.9261
0.771886,49.9196,49.9201,49.9261
0.772386,49.9196,49.9201,49.9261
0.772886,49.9196,49.9201,49.9261
0.773387,49.9196,49.9201,49.926
0.773887,49.9196,49.9201,49.926
0.774387,49.9196,49.9201,49.926
0.774887,49.9196,49.92,49.926
0.775388,49.9196,49.92,49.926
0.775888,49.9196,49.92,49.926
0.776388,49.9196,49.92,49.926
0.776888,49.9196,49.92,49.9259
0.777389,49.9196,49.92,49.9259
0.777889,49.9196,49.92,49.9259
0.778389,49.9196,49.92,49.9259
0.778889,49.9196,49.92,49.9259
0.77939,49.9196,49.92,49.9259
0.77989,49.9196,49.92,49.9259
0.78039,49.9196,49.92,49.9259
0.78089,49.9196,49.92,49.9258
0.781391,49.9196,49.92,49.9258
0.781891,49.9196,49.92,49.9258
0.782391,49.9196,49.92,49.9258
0.782891,49.9196,49.92,49.9258
0.783392,49.9196,49.92,49.9258
0.783892,49.9196,49.92,49.9258
0.784392,49.9196,49.92,49.9257
0.784892,49.9196,49.92,49.9257
0.785393,49.9196,49.92,49.9257
0.785893,49.9196,49.92,49.9257
0.786393,49.9196,49.92,49.9257
0.786893,49.9196,49.92,49.9257
0.787394,49.9196,49.92,49.9257
0.787894,49.9196,49.92,49.9257
0.788394,49.9196,49.92,49.9256
0.788894,49.9196,49.92,49.9256
0.789395,49.9196,49.92,49.9256
0.789895,49.9196,49.92,49.9256
0.790395,49.9196,49.92,49.9256
0.790895,49.9196,49.92,49.9256
0.791396,49.9196,49.92,49.9256
0.791896,49.9196,49.92,49.9256
0.792396,49.9196,49.92,49.9255
0.792896,49.9196,49.92,49.9255
0.793397,49.9196,49.92,49.9255
0.793897,49.9196,49.92,49.9255
0.794397,49.9196,49.92,49.9255
0.794897,49.9196,49.92,49.9255
0.795398,49.9196,49.92,49.9255
0.795898,49.9196,49.92,49.9255
0.796398,49.9196,49.92,49.9254
0.796898,49.9196,49.92,49.9254
0.797399,49.9196,49.92,49.9254
0.797899,49.9196,49.92,49.9254
0.798399,49.9196,49.92,49.9254
0.798899,49.9196,49.92,49.9254
0.7994,49.9196,49.92,49.9254
0.7999,49.9196,49.92,49.9254
0.8004,49.9196,49.92,49.9254
0.8009,49.9196,49.92,49.9253
0.801401,49.9196,49.92,49.9253
0.801901,49.9196,49.92,49.9253
0.802401,49.9196,49.92,49.9253
0.802901,49.9196,49.92,49.9253
0.803402,49.9196,49.92,49.9253
0.803902,49.9196,49.9199,49.9253
0.804402,49.9196,49.9199,49.9253
0.804902,49.9196,49.9199,49.9252
0.805403,49.9196,49.9199,49.9252
0.805903,49.9196,49.9199,49.9252
0.806403,49.9196,49.9199,49.9252
0.806903,49.9196,49.9199,49.9252
0.807404,49.9196,49.9199,49.9252
0.807904,49.9196,49.9199,49.9252
0.808404,49.9196,49.9199,49.9252
0.808904,49.9196,49.9199,49.9251
0.809405,49.9196,49.9199,49.9251
0.809905,49.9196,49.9199,49.9251
0.810405,49.9196,49.9199,49.9251
0.810905,49.9196,49.9199,49.9251
0.811406,49.9196,49.9199,49.9251
0.811906,49.9196,49.9199,49.9251
0.812406,49.9196,49.9199,49.9251
0.812906,49.9196,49.9199,49.9251
0.813407,49.9196,49.9199,49.925
0.813907,49.9196,49.9199,49.925
0.814407,49.9196,49.9199,49.925
0.814907,49.9196,49.9199,49.925
0.815408,49.9196,49.9199,49.925
0.815908,49.9196,49.9199,49.925
0.816408,49.9196,49.9199,49.925
0.816908,49.9196,49.9199,49.925
0.817409,49.9196,49.9199,49.925
0.817909,49.9196,49.9199,49.9249
0.818409,49.9196,49.9199,49.9249
0.818909,49.9196,49.9199,49.9249
0.81941,49.9196,49.9199,49.9249
0.81991,49.9196,49.9199,49.9249
0.82041,49.9196,49.9199,49.9249
0.82091,49.9196,49.9199,49.9249
0.821411,49.9196,49.9199,49.9249
0.821911,49.9196,49.9199,49.9249
0.822411,49.9196,49.9199,49.9248
0.822911,49.9196,49.9199,49.9248
0.823412,49.9196,49.9199,49.9248
0.823912,49.9196,49.9199,49.9248
0.824412,49.9196,49.9199,49.9248
0.824912,49.9196,49.9199,49.9248
0.825413,49.9196,49.9199,49.9248
0.825913,49.9196,49.9199,49.9248
0.826413,49.9196,49.9199,49.9248
0.826913,49.9196,49.9199,49.9247
0.827414,49.9196,49.9199,49.9247
0.827914,49.9196,49.9199,49.9247
0.828414,49.9196,49.9199,49.9247
0.828914,49.9196,49.9199,49.9247
0.829415,49.9196,49.9199,49.9247
0.829915,49.9196,49.9199,49.9247
0.830415,49.9196,49.9199,49.9247
0.830915,49.9196,49.9199,49.9247
0.831416,49.9196,49.9199,49.9247
0.831916,49.9196,49.9199,49.9246
0.832416,49.9196,49.9199,49.9246
0.832916,49.9196,49.9199,49.9246
0.833417,49.9196,49.9199,49.9246
0.833917,49.9196,49.9199,49.9246
0.834417,49.9196,49.9199,49.9246
0.834917,49.9196,49.9199,49.9246
0.835418,49.9196,49.9199,49.9246
0.835918,49.9196,49.9199,49.9246
0.836418,49.9196,49.9199,49.9245
0.836918,49.9196,49.9199,49.9245
0.837419,49.9196,49.9199,49.9245
0.837919,49.9196,49.9199,49.9245
0.838419,49.9196,49.9199,49.9245
0.838919,49.9196,49.9199,49.9245
0.83942,49.9196,49.9199,49.9245
0.83992,49.9196,49.9199,49.9245
0.84042,49.9196,49.9199,49.9245
0.84092,49.9196,49.9199,49.9245
0.841421,49.9196,49.9199,49.9244
0.841921,49.9196,49.9199,49.9244
0.842421,49.9196,49.9198,49.9244
0.842921,49.9196,49.9198,49.9244
0.843422,49.9196,49.9198,49.9244
0.843922,49.9196,49.9198,49.9244
0.844422,49.9196,49.9198,49.9244
0.844922,49.9196,49.9198,49.9244
0.845423,49.9196,49.9198,49.9244
0.845923,49.9196,49.9198,49.9244
0.846423,49.9196,49.9198,49.9243
0.846923,49.9196,49.9198,49.9243
0.847424,49.9196,49.9198,49.9243
0.847924,49.9196,49.9198,49.9243
0.848424,49.9196,49.9198,49.9243
0.848924,49.9196,49.9198,49.9243
0.849425,49.9196,49.9198,49.9243
0.849925,49.9196,49.9198,49.9243
0.850425,49.9196,49.9198,49.9243
0.850925,49.9196,49.9198,49.9243
0.851426,49.9196,49.9198,49.9242
0.851926,49.9196,49.9198,49.9242
0.852426,49.9196,49.9198,49.9242
0.852926,49.9196,49.9198,49.9242
0.853427,49.9196,49.9198,49.9242
0.853927,49.9196,49.9198,49.9242
0.854427,49.9196,49.9198,49.9242
0.854927,49.9196,49.9198,49.9242
0.855428,49.9196,49.9198,49.9242
0.855928,49.9196,49.9198,49.9242
0.856428,49.9196,49.9198,49.9241
0.856928,49.9196,49.9198,49.9241
0.857429,49.9196,49.9198,49.9241
0.857929,49.9196,49.9198,49.9241
0.858429,49.9196,49.9198,49.9241
0.858929,49.9196,49.9198,49.9241
0.85943,49.9196,49.9198,49.9241
0.85993,49.9196,49.9198,49.9241
0.86043,49.9196,49.9198,49.9241
0.86093,49.9196,49.9198,49.9241
0.861431,49.9196,49.9198,49.9241
0.861931,49.9196,49.9198,49.924
0.862431,49.9196,49.9198,49.924
0.862931,49.9196,49.9198,49.924
0.863432,49.9196,49.9198,49.924
0.863932,49.9196,49.9198,49.924
0.864432,49.9196,49.9198,49.924
0.864932,49.9196,49.9198,49.924
0.865433,49.9196,49.9198,49.924
0.865933,49.9196,49.9198,49.924
0.866433,49.9196,49.9198,49.924
0.866933,49.9196,49.9198,49.924
0.867434,49.9196,49.9198,49.9239
0.867934,49.9196,49.9198,49.9239
0.868434,49.9196,49.9198,49.9239
0.868934,49.9196,49.9198,49.9239
0.869435,49.9196,49.9198,49.9239
0.869935,49.9196,49.9198,49.9239
0.870435,49.9196,49.9198,49.9239
0.870935,49.9196,49.9198,49.9239
0.871436,49.9196,49.9198,49.9239
0.871936,49.9196,49.9198,49.9239
0.872436,49.9196,49.9198,49.9239
0.872936,49.9196,49.9198,49.9238
0.873437,49.9196,49.9198,49.9238
0.873937,49.9196,49.9198,49.9238
0.874437,49.9196,49.9198,49.9238
0.874937,49.9196,49.9198,49.9238
0.875438,49.9196,49.9198,49.9238
0.875938,49.9196,49.9198,49.9238
0.876438,49.9196,49.9198,49.9238
