f_Hz,absZdd_ohm,angZdd_deg,absZqq_ohm,angZqq_deg,absZdq_ohm,absZqd_ohm
0.255814,1.75839,81.9106,1.32943,-80.7074,3.15381,15.5864
0.260477,1.73525,81.7729,1.29866,-80.4965,3.15363,15.3148
0.265224,1.71267,81.6344,1.26832,-80.2773,3.15345,15.0482
0.270059,1.69064,81.4953,1.23841,-80.0491,3.15328,14.7866
0.274981,1.66917,81.3555,1.20892,-79.8116,3.15312,14.5297
0.279993,1.64823,81.2151,1.17983,-79.5641,3.15296,14.2776
0.285097,1.62782,81.0742,1.15115,-79.3062,3.1528,14.0302
0.290293,1.60794,80.9327,1.12287,-79.0372,3.15266,13.7873
0.295584,1.58857,80.7907,1.09497,-78.7565,3.15251,13.5489
0.300972,1.56972,80.6483,1.06745,-78.4633,3.15238,13.3149
0.306458,1.55138,80.5055,1.0403,-78.1568,3.15224,13.0853
0.312044,1.53353,80.3623,1.01351,-77.8363,3.15212,12.8599
0.317731,1.51618,80.2188,0.987085,-77.5008,3.15199,12.6387
0.323523,1.49932,80.0751,0.961009,-77.1492,3.15187,12.4216
0.32942,1.48294,79.9312,0.935277,-76.7807,3.15176,12.2086
0.335424,1.46703,79.7872,0.909886,-76.3938,3.15165,11.9996
0.341538,1.4516,79.643,0.884828,-75.9875,3.15154,11.7944
0.347763,1.43663,79.4989,0.860099,-75.5601,3.15144,11.5931
0.354102,1.42212,79.3547,0.835694,-75.1103,3.15134,11.3956
0.360556,1.40807,79.2107,0.81161,-74.6364,3.15125,11.2017
0.367128,1.39447,79.0668,0.787843,-74.1364,3.15116,11.0116
0.37382,1.38131,78.9231,0.764388,-73.6084,3.15107,10.825
0.380634,1.36859,78.7797,0.741246,-73.05,3.15099,10.6419
0.387572,1.35632,78.6366,0.718412,-72.459,3.15091,10.4623
0.394636,1.34447,78.4939,0.695887,-71.8324,3.15083,10.2861
0.401829,1.33305,78.3516,0.673671,-71.1673,3.15075,10.1132
0.409153,1.32205,78.2099,0.651764,-70.4603,3.15068,9.9436
0.416611,1.31148,78.0687,0.630168,-69.7078,3.15061,9.77724
0.424205,1.30132,77.9282,0.608886,-68.9056,3.15055,9.61406
0.431937,1.29157,77.7883,0.587924,-68.0492,3.15048,9.454
0.43981,1.28223,77.6492,0.567287,-67.1333,3.15042,9.29701
0.447826,1.2733,77.511,0.546983,-66.1525,3.15036,9.14303
0.455989,1.26477,77.3736,0.527023,-65.1004,3.1503,8.99203
0.4643,1.25664,77.2371,0.507418,-63.9698,3.15025,8.84393
0.472763,1.2489,77.1015,0.488185,-62.7531,3.1502,8.6987
0.48138,1.24156,76.9671,0.469341,-61.4415,3.15015,8.55629
0.490154,1.2346,76.8336,0.450909,-60.0254,3.1501,8.41665
0.499088,1.22803,76.7013,0.432915,-58.4941,3.15005,8.27973
0.508185,1.22185,76.5702,0.415391,-56.836,3.15001,8.14549
0.517448,1.21605,76.4402,0.398372,-55.0381,3.14997,8.01389
0.52688,1.21063,76.3115,0.381903,-53.0869,3.14993,7.88487
0.536483,1.20558,76.1841,0.366033,-50.9675,3.14989,7.75839
0.546262,1.20091,76.0579,0.35082,-48.6646,3.14985,7.63442
0.556219,1.19662,75.9331,0.336332,-46.1628,3.14982,7.51291
0.566357,1.19269,75.8097,0.322643,-43.447,3.14978,7.39382
0.57668,1.18913,75.6876,0.309839,-40.5034,3.14975,7.27711
0.587191,1.18594,75.5668,0.298016,-37.3211,3.14972,7.16274
0.597894,1.18312,75.4475,0.287274,-33.8934,3.14969,7.05067
0.608792,1.18065,75.3296,0.277724,-30.2199,3.14966,6.94086
0.619889,1.17856,75.2131,0.269476,-26.3085,3.14964,6.83327
0.631188,1.17682,75.0979,0.262638,-22.1771,3.14961,6.72787
0.642692,1.17544,74.9842,0.257312,-17.8552,3.14959,6.62463
0.654407,1.17442,74.8718,0.253581,-13.3839,3.14957,6.5235
0.666335,1.17376,74.7608,0.251508,-8.81456,3.14955,6.42444
0.67848,1.17345,74.6511,0.251128,-4.20587,3.14953,6.32744
0.690847,1.1735,74.5427,0.252444,0.380248,3.14951,6.23245
0.703439,1.1739,74.4356,0.255426,4.88351,3.14949,6.13943
0.716261,1.17466,74.3297,0.260018,9.24975,3.14948,6.04836
0.729316,1.17577,74.225,0.266136,13.4343,3.14946,5.9592
0.74261,1.17723,74.1215,0.273682,17.404,3.14945,5.87193
0.756146,1.17904,74.019,0.282544,21.137,3.14944,5.7865
0.769928,1.18121,73.9176,0.292609,24.6224,3.14943,5.70289
0.783962,1.18372,73.8172,0.303765,27.8582,3.14942,5.62107
0.798251,1.18659,73.7177,0.315904,30.8491,3.14941,5.54101
0.812801,1.1898,73.619,0.328926,33.6051,3.1494,5.46268
0.827616,1.19337,73.5212,0.342741,36.139,3.14939,5.38605
0.842701,1.19729,73.424,0.357268,38.4656,3.14939,5.31109
0.858061,1.20155,73.3274,0.372435,40.6004,3.14938,5.23778
0.873701,1.20616,73.2315,0.388179,42.5587,3.14938,5.16608
0.889626,1.21113,73.1359,0.404446,44.3555,3.14937,5.09597
0.905842,1.21644,73.0408,0.421188,46.005,3.14937,5.02742
0.922353,1.2221,72.9459,0.438365,47.5202,3.14937,4.96041
0.939165,1.22811,72.8513,0.455941,48.9132,3.14937,4.8949
0.956283,1.23447,72.7568,0.473888,50.195,3.14937,4.83088
0.973713,1.24118,72.6622,0.492177,51.3755,3.14937,4.76832
0.991461,1.24824,72.5676,0.510789,52.4638,3.14937,4.70719
1.00953,1.25565,72.4729,0.529704,53.468,3.14938,4.64746
1.02793,1.2634,72.3778,0.548906,54.3953,3.14938,4.58912
1.04667,1.27151,72.2824,0.568381,55.2523,3.14939,4.53214
1.06575,1.27997,72.1865,0.588118,56.0449,3.14939,4.4765
1.08517,1.28877,72.0901,0.608107,56.7783,3.1494,4.42217
1.10495,1.29793,71.993,0.62834,57.4573,3.1494,4.36912
1.12509,1.30744,71.8952,0.648809,58.0862,3.14941,4.31734
1.1456,1.31729,71.7965,0.669509,58.6688,3.14942,4.26681
1.16648,1.3275,71.6969,0.690436,59.2086,3.14943,4.21749
1.18774,1.33805,71.5962,0.711584,59.7087,3.14944,4.16938
1.20939,1.34896,71.4945,0.73295,60.1719,3.14945,4.12244
1.23144,1.36022,71.3915,0.754532,60.6009,3.14947,4.07665
1.25388,1.37182,71.2872,0.776328,60.9979,3.14948,4.032
1.27674,1.38378,71.1816,0.798334,61.3651,3.14949,3.98846
1.30001,1.39608,71.0745,0.820551,61.7043,3.14951,3.94601
1.3237,1.40873,70.9659,0.842977,62.0174,3.14952,3.90464
1.34783,1.42173,70.8557,0.86561,62.3059,3.14954,3.86431
1.3724,1.43508,70.7438,0.888451,62.5714,3.14955,3.82501
1.39741,1.44878,70.6302,0.911498,62.8152,3.14957,3.78673
1.42288,1.46282,70.5147,0.934752,63.0384,3.14959,3.74943
1.44882,1.47721,70.3975,0.958211,63.2424,3.14961,3.71311
1.47523,1.49194,70.2783,0.981875,63.428,3.14962,3.67774
1.50212,1.50701,70.1571,1.00575,63.5963,3.14964,3.6433
1.5295,1.52243,70.0339,1.02982,63.7482,3.14966,3.60978
1.55737,1.53819,69.9087,1.0541,63.8846,3.14968,3.57715
1.58576,1.55429,69.7813,1.07859,64.0061,3.1497,3.5454
1.61467,1.57073,69.6519,1.10327,64.1135,3.14972,3.5145
1.6441,1.5875,69.5203,1.12817,64.2076,3.14975,3.48445
1.67406,1.60461,69.3866,1.15326,64.2889,3.14977,3.45523
1.70458,1.62206,69.2506,1.17856,64.358,3.14979,3.42681
1.73565,1.63983,69.1125,1.20406,64.4155,3.14981,3.39917
1.76728,1.65794,68.9722,1.22977,64.462,3.14984,3.37231
1.79949,1.67637,68.8297,1.25567,64.4978,3.14986,3.34621
1.83229,1.69512,68.685,1.28178,64.5236,3.14988,3.32084
1.86569,1.7142,68.5381,1.30808,64.5396,3.1499,3.2962
1.8997,1.73359,68.389,1.33458,64.5465,3.14993,3.27226
1.93432,1.7533,68.2379,1.36128,64.5445,3.14995,3.24901
1.96958,1.77332,68.0846,1.38817,64.534,3.14997,3.22644
2.00548,1.79366,67.9292,1.41525,64.5155,3.14999,3.20453
2.04204,1.81429,67.7718,1.44253,64.4893,3.15002,3.18326
2.07926,1.83524,67.6124,1.46999,64.4556,3.15004,3.16263
2.11716,1.85648,67.4512,1.49765,64.415,3.15006,3.1426
2.15575,1.87801,67.288,1.52548,64.3677,3.15008,3.12318
2.19504,1.89984,67.123,1.55351,64.3139,3.1501,3.10435
2.23505,1.92195,66.9563,1.58171,64.2541,3.15012,3.08609
2.27579,1.94435,66.7879,1.61009,64.1884,3.15014,3.06838
2.31727,1.96702,66.618,1.63864,64.1173,3.15015,3.05123
2.35951,1.98997,66.4466,1.66737,64.0409,3.15017,3.0346
2.40251,2.01319,66.2738,1.69626,63.9596,3.15018,3.0185
2.4463,2.03668,66.0997,1.72533,63.8736,3.15019,3.0029
2.49089,2.06043,65.9244,1.75455,63.7832,3.15021,2.9878
2.53629,2.08443,65.748,1.78394,63.6887,3.15021,2.97318
2.58252,2.10868,65.5707,1.81348,63.5903,3.15022,2.95904
2.6296,2.13318,65.3925,1.84318,63.4883,3.15023,2.94535
2.67753,2.15792,65.2136,1.87303,63.383,3.15023,2.93211
2.72633,2.1829,65.0341,1.90303,63.2745,3.15023,2.91931
2.77602,2.20811,64.8542,1.93317,63.1632,3.15023,2.90693
2.82662,2.23355,64.674,1.96345,63.0493,3.15022,2.89497
2.87814,2.25921,64.4936,1.99387,62.9331,3.15022,2.88342
2.9306,2.28509,64.3132,2.02442,62.8147,3.1502,2.87226
2.98402,2.31118,64.1329,2.05511,62.6945,3.15019,2.86149
3.03841,2.33749,63.9529,2.08593,62.5727,3.15017,2.8511
3.09379,2.364,63.7734,2.11687,62.4495,3.15015,2.84107
3.15018,2.39071,63.5945,2.14794,62.3252,3.15012,2.8314
3.2076,2.41762,63.4163,2.17913,62.1999,3.15009,2.82208
3.26607,2.44473,63.2391,2.21043,62.074,3.15006,2.81309
3.3256,2.47202,63.0629,2.24186,61.9477,3.15002,2.80445
3.38622,2.49951,62.888,2.2734,61.8212,3.14997,2.79612
3.44794,2.52718,62.7146,2.30506,61.6947,3.14992,2.78811
3.51078,2.55503,62.5428,2.33683,61.5684,3.14987,2.78041
3.57478,2.58306,62.3727,2.36872,61.4426,3.14981,2.77302
3.63993,2.61128,62.2046,2.40072,61.3176,3.14974,2.76591
3.70628,2.63967,62.0386,2.43283,61.1934,3.14966,2.7591
3.77384,2.66824,61.8749,2.46506,61.0704,3.14958,2.75256
3.84262,2.69699,61.7137,2.4974,60.9486,3.1495,2.7463
3.91266,2.72592,61.5551,2.52986,60.8285,3.1494,2.7403
3.98398,2.75502,61.3992,2.56243,60.71,3.1493,2.73457
4.0566,2.7843,61.2463,2.59513,60.5935,3.14919,2.72909
4.13054,2.81377,61.0965,2.62795,60.4791,3.14908,2.72387
4.20582,2.84342,60.9499,2.6609,60.3671,3.14895,2.71888
4.28248,2.87325,60.8068,2.69398,60.2575,3.14882,2.71414
4.36054,2.90327,60.6672,2.72719,60.1505,3.14868,2.70963
4.44002,2.93349,60.5313,2.76055,60.0464,3.14853,2.70534
4.52095,2.9639,60.3993,2.79405,59.9453,3.14838,2.70129
4.60336,2.99452,60.2712,2.82771,59.8473,3.14821,2.69745
4.68726,3.02535,60.1472,2.86153,59.7526,3.14804,2.69382
4.7727,3.05639,60.0274,2.89551,59.6613,3.14785,2.69041
4.85969,3.08766,59.9119,2.92968,59.5736,3.14766,2.6872
4.94827,3.11915,59.8009,2.96403,59.4895,3.14745,2.6842
5.03846,3.15089,59.6943,2.99857,59.4092,3.14724,2.68139
5.1303,3.18287,59.5924,3.03333,59.3328,3.14702,2.67878
5.22381,3.21512,59.4952,3.0683,59.2604,3.14679,2.67637
5.31903,3.24763,59.4028,3.1035,59.1921,3.14655,2.67414
5.41598,3.28043,59.3152,3.13894,59.1279,3.1463,2.67209
5.51469,3.31351,59.2325,3.17463,59.0679,3.14604,2.67023
5.61521,3.34691,59.1548,3.2106,59.0122,3.14577,2.66854
5.71756,3.38062,59.082,3.24685,58.9608,3.14549,2.66703
5.82178,3.41467,59.0143,3.28339,58.9137,3.1452,2.6657
5.92789,3.44906,58.9516,3.32025,58.8711,3.1449,2.66454
6.03594,3.48382,58.8939,3.35744,58.8328,3.1446,2.66354
6.14596,3.51896,58.8413,3.39498,58.799,3.14428,2.66271
6.25798,3.55449,58.7937,3.43288,58.7695,3.14396,2.66205
6.37205,3.59044,58.7512,3.47116,58.7445,3.14363,2.66154
6.48819,3.62682,58.7136,3.50985,58.7238,3.14329,2.6612
6.60645,3.66365,58.681,3.54895,58.7075,3.14295,2.66101
6.72687,3.70095,58.6534,3.5885,58.6955,3.1426,2.66098
6.84948,3.73873,58.6305,3.62851,58.6877,3.14224,2.6611
6.97433,3.77703,58.6125,3.669,58.6841,3.14188,2.66138
7.10145,3.81586,58.5991,3.70999,58.6846,3.14152,2.6618
7.23089,3.85524,58.5904,3.75151,58.6891,3.14115,2.66238
7.36269,3.89519,58.5862,3.79358,58.6976,3.14077,2.6631
7.49689,3.93574,58.5865,3.83621,58.7099,3.1404,2.66397
7.63354,3.97691,58.591,3.87944,58.726,3.14002,2.66498
7.77268,4.01872,58.5998,3.92329,58.7456,3.13965,2.66614
7.91435,4.0612,58.6126,3.96778,58.7688,3.13928,2.66744
8.05861,4.10436,58.6293,4.01294,58.7953,3.13891,2.66888
8.20549,4.14824,58.6498,4.05879,58.8251,3.13854,2.67046
8.35506,4.19286,58.674,4.10535,58.8579,3.13818,2.67218
8.50734,4.23824,58.7016,4.15266,58.8937,3.13783,2.67404
8.66241,4.28442,58.7325,4.20073,58.9322,3.13748,2.67604
8.8203,4.33141,58.7665,4.2496,58.9733,3.13715,2.67818
8.98107,4.37924,58.8034,4.29928,59.0169,3.13683,2.68044
9.14477,4.42794,58.8432,4.34981,59.0626,3.13652,2.68285
9.31145,4.47754,58.8855,4.40122,59.1105,3.13623,2.68539
9.48118,4.52806,58.9301,4.45353,59.1603,3.13595,2.68806
9.65399,4.57953,58.977,4.50676,59.2117,3.1357,2.69087
9.82996,4.63198,59.0257,4.56095,59.2646,3.13547,2.69381
10.0091,4.68543,59.0763,4.61612,59.3189,3.13527,2.69688
10.1916,4.73992,59.1284,4.6723,59.3742,3.1351,2.70008
10.3773,4.79547,59.1818,4.72953,59.4304,3.13495,2.70341
10.5665,4.85211,59.2364,4.78781,59.4874,3.13484,2.70687
10.7591,4.90986,59.2918,4.8472,59.5448,3.13477,2.71047
10.9552,4.96877,59.3479,4.90771,59.6024,3.13473,2.71419
11.1549,5.02885,59.4044,4.96937,59.6602,3.13474,2.71804
11.3582,5.09013,59.4612,5.03221,59.7178,3.1348,2.72202
11.5652,5.15265,59.518,5.09626,59.775,3.13491,2.72613
11.776,5.21643,59.5745,5.16155,59.8317,3.13506,2.73037
11.9907,5.2815,59.6306,5.22811,59.8875,3.13528,2.73474
12.2092,5.34789,59.6859,5.29596,59.9424,3.13556,2.73923
12.4318,5.41563,59.7404,5.36514,59.9961,3.1359,2.74385
12.6584,5.48475,59.7937,5.43568,60.0483,3.13631,2.7486
12.8891,5.55528,59.8457,5.5076,60.099,3.13679,2.75348
13.124,5.62725,59.8961,5.58093,60.1477,3.13735,2.75849
13.3632,5.70069,59.9447,5.65571,60.1945,3.13799,2.76362
13.6068,5.77562,59.9913,5.73196,60.239,3.13871,2.76889
13.8548,5.85208,60.0356,5.80971,60.281,3.13952,2.77428
