f_Hz,ReZdd_fpll30,ReZqq_fpll30,ReZdd_fpll100,ReZqq_fpll100
617.046,4.17696,1.85171,4.17777,1.65136
627.33,4.09119,1.84239,4.092,1.64984
637.785,4.00722,1.83278,4.00804,1.64772
648.415,3.92502,1.82286,3.92584,1.645
659.222,3.84452,1.81263,3.84534,1.64172
670.209,3.7657,1.80211,3.7665,1.63786
681.379,3.68849,1.79128,3.68929,1.63345
692.736,3.61287,1.78015,3.61364,1.6285
704.281,3.53878,1.76872,3.53953,1.62302
716.02,3.46617,1.757,3.46691,1.61701
727.953,3.39503,1.74498,3.39574,1.6105
740.086,3.32529,1.73266,3.32599,1.60349
752.421,3.25693,1.72006,3.2576,1.59599
764.961,3.1899,1.70717,3.19055,1.58801
777.711,3.12418,1.69399,3.1248,1.57956
790.673,3.05972,1.68053,3.06032,1.57066
803.851,2.99649,1.6668,2.99707,1.56131
817.248,2.93447,1.6528,2.93502,1.55153
830.869,2.87361,1.63853,2.87414,1.54132
844.717,2.8139,1.62399,2.8144,1.5307
858.796,2.75529,1.60921,2.75577,1.51968
873.109,2.69777,1.59417,2.69823,1.50827
887.661,2.6413,1.57888,2.64174,1.49648
902.455,2.58587,1.56336,2.58628,1.48432
917.496,2.53144,1.54761,2.53183,1.47181
932.788,2.478,1.53164,2.47837,1.45895
948.335,2.42552,1.51544,2.42587,1.44576
964.14,2.37397,1.49904,2.37431,1.43225
980.209,2.32335,1.48245,2.32367,1.41844
996.546,2.27363,1.46565,2.27393,1.40432
1013.16,2.22479,1.44868,2.22507,1.38993
1030.04,2.17682,1.43153,2.17708,1.37526
1047.21,2.12969,1.41422,2.12994,1.36033
1064.66,2.0834,1.39675,2.08363,1.34516
1082.41,2.03792,1.37914,2.03814,1.32976
1100.45,1.99324,1.36139,1.99345,1.31414
1118.79,1.94935,1.34352,1.94955,1.29831
1137.43,1.90624,1.32554,1.90643,1.28229
1156.39,1.8639,1.30745,1.86407,1.26609
1175.67,1.8223,1.28927,1.82246,1.24972
1195.26,1.78144,1.271,1.78159,1.2332
1215.18,1.74131,1.25267,1.74146,1.21655
1235.43,1.70191,1.23427,1.70204,1.19976
1256.03,1.66321,1.21583,1.66333,1.18287
1276.96,1.62521,1.19734,1.62532,1.16587
1298.24,1.5879,1.17883,1.58801,1.14879
1319.88,1.55127,1.16031,1.55137,1.13164
1341.88,1.51532,1.14178,1.51541,1.11442
1364.24,1.48003,1.12326,1.48012,1.09716
1386.98,1.4454,1.10476,1.44548,1.07987
1410.1,1.41141,1.08628,1.41149,1.06256
1433.6,1.37808,1.06784,1.37815,1.04523
1457.49,1.34537,1.04946,1.34544,1.02791
1481.78,1.3133,1.03113,1.31336,1.01061
1506.48,1.28184,1.01288,1.2819,0.993335
1531.59,1.251,0.994706,1.25105,0.9761
1557.11,1.22076,0.976624,1.22082,0.958915
1583.07,1.19113,0.958642,1.19118,0.941792
1609.45,1.16209,0.940771,1.16214,0.924742
1636.28,1.13364,0.923018,1.13368,0.907775
1663.55,1.10577,0.905393,1.1058,0.890902
1691.27,1.07847,0.887905,1.0785,0.874132
1719.46,1.05173,0.870561,1.05177,0.857475
1748.12,1.02556,0.85337,1.02559,0.840939
1777.25,0.999945,0.836339,0.999974,0.824534
1806.88,0.974874,0.819475,0.974901,0.808268
1836.99,0.950344,0.802785,0.950369,0.792149
1867.61,0.926347,0.786277,0.92637,0.776185
1898.73,0.902876,0.769955,0.902898,0.760382
1930.38,0.879925,0.753826,0.879946,0.744748
1962.55,0.857488,0.737896,0.857506,0.729289
1995.26,0.835555,0.722169,0.835573,0.714011
